subject,cfc,eegnet,hybrid_cfc,lstm,riemann_tslr,shallow_convnet,tiny_transformer
1,62.317841079460266,73.43628185907046,72.3913043478261,58.322338830584705,77.94602698650674,77.94452773613193,62.148425787106454
2,31.775112443778106,38.01349325337331,41.3328335832084,24.997001499250374,55.73613193403298,52.77661169415292,40.62818590704647
3,68.91604197901049,73.10044977511244,76.56071964017991,60.070464767616194,86.97901049475263,88.53973013493254,63.73013493253374
4,40.2743628185907,40.96101949025488,36.97901049475262,36.27886056971514,65.44677661169416,66.6776611694153,43.92653673163419
5,33.68815592203898,25.69415292353823,25.69415292353823,29.87256371814093,42.185907046476764,35.77061469265367,29.34182908545727
6,36.97901049475262,40.11694152923538,31.253373313343324,34.01799100449775,55.73163418290854,56.24887556221889,38.19190404797601
7,52.79310344827586,56.05847076461769,55.72263868065967,36.63718140929535,76.39580209895053,81.07046476761619,56.94602698650674
8,67.69865067466267,70.83808095952023,73.25487256371814,55.72863568215892,83.50674662668666,80.56521739130434,68.41979010494752
9,63.89505247376312,77.43778110944527,69.27886056971514,54.164917541229386,70.49325337331334,80.73313343328337,68.4047976011994
